Date,CPI Raw,CPI MoM%,CPI 6M % Change,CPI Annualized % Change,Core Raw,Core MoM%,Core 6M % Change,Core Annualized % Change,GDP,Unemployment Rate, SPX , DJI , NDX ,Fed Funds Rate
3/1/2014,236.028,0.2%,1.1%,2.1%,236.625,0.2%,0.8%,1.6%,2.668033333,6.7," 1,872.34 "," 16,457.66 "," 3,595.74 ",0.08
4/1/2014,236.468,0.2%,1.2%,2.4%,237.072,0.2%,0.9%,1.8%,3.9481,6.2," 1,883.95 "," 16,580.84 "," 3,582.02 ",0.09
5/1/2014,236.918,0.2%,1.2%,2.4%,237.529,0.2%,0.9%,1.8%,3.815066667,6.3," 1,923.57 "," 16,717.17 "," 3,736.82 ",0.09
6/1/2014,237.231,0.1%,1.1%,2.1%,237.837,0.1%,0.9%,1.8%,3.682033333,6.1," 1,960.23 "," 16,826.60 "," 3,849.48 ",0.1
7/1/2014,237.498,0.1%,0.9%,1.9%,238.195,0.2%,0.9%,1.9%,3.549,6.2," 1,930.67 "," 16,563.30 "," 3,892.50 ",0.09
8/1/2014,237.46,0.0%,0.8%,1.6%,238.405,0.1%,0.9%,1.9%,3.246733333,6.1," 2,003.37 "," 17,098.45 "," 4,082.56 ",0.09
9/1/2014,237.477,0.0%,0.6%,1.2%,238.786,0.2%,0.9%,1.8%,2.944466667,5.9," 1,972.29 "," 17,042.90 "," 4,049.44 ",0.09
10/1/2014,237.43,0.0%,0.4%,0.8%,239.191,0.2%,0.9%,1.8%,2.6422,5.7," 2,018.05 "," 17,390.52 "," 4,158.21 ",0.09
11/1/2014,236.983,-0.2%,0.0%,0.1%,239.458,0.1%,0.8%,1.6%,1.8442,5.8," 2,067.56 "," 17,828.24 "," 4,337.78 ",0.09
12/1/2014,236.252,-0.3%,-0.4%,-0.8%,239.584,0.1%,0.7%,1.5%,1.0462,5.6," 2,058.90 "," 17,823.07 "," 4,236.28 ",0.12
1/1/2015,234.747,-0.6%,-1.2%,-2.3%,239.811,0.1%,0.7%,1.4%,0.2482,5.7," 1,994.99 "," 17,164.95 "," 4,148.43 ",0.11
2/1/2015,235.342,0.3%,-0.9%,-1.8%,240.172,0.2%,0.7%,1.5%,0.939433333,5.5," 2,104.50 "," 18,132.70 "," 4,440.67 ",0.11
3/1/2015,235.976,0.3%,-0.6%,-1.3%,240.755,0.2%,0.8%,1.6%,1.630666667,5.4," 2,067.89 "," 17,776.12 "," 4,333.69 ",0.11
4/1/2015,236.222,0.1%,-0.5%,-1.0%,241.346,0.2%,0.9%,1.8%,2.3219,5.4," 2,085.51 "," 17,840.52 "," 4,414.25 ",0.12
5/1/2015,237.001,0.3%,0.0%,0.0%,241.688,0.1%,0.9%,1.9%,2.045366667,5.6," 2,107.39 "," 18,010.68 "," 4,508.25 ",0.12
6/1/2015,237.657,0.3%,0.6%,1.2%,242.064,0.2%,1.0%,2.1%,1.768833333,5.3," 2,063.11 "," 17,619.51 "," 4,396.76 ",0.13
7/1/2015,238.034,0.2%,1.4%,2.8%,242.565,0.2%,1.1%,2.3%,1.4923,5.2," 2,103.84 "," 17,689.86 "," 4,588.91 ",0.13
8/1/2015,238.033,0.0%,1.1%,2.3%,242.817,0.1%,1.1%,2.2%,1.225333333,5.1," 1,972.18 "," 16,528.03 "," 4,274.58 ",0.14
9/1/2015,237.498,-0.2%,0.6%,1.3%,243.316,0.2%,1.1%,2.1%,0.958366667,5," 1,920.03 "," 16,284.70 "," 4,181.06 ",0.14
10/1/2015,237.733,0.1%,0.6%,1.3%,243.768,0.2%,1.0%,2.0%,0.6914,5," 2,079.36 "," 17,663.54 "," 4,648.83 ",0.12
11/1/2015,238.017,0.1%,0.4%,0.9%,244.241,0.2%,1.1%,2.1%,0.6402,5.1," 2,080.41 "," 17,719.92 "," 4,664.51 ",0.12
12/1/2015,237.761,-0.1%,0.0%,0.1%,244.547,0.1%,1.0%,2.1%,0.589,5," 2,043.94 "," 17,425.03 "," 4,593.27 ",0.24
1/1/2016,237.652,0.0%,-0.2%,-0.3%,244.955,0.2%,1.0%,2.0%,0.5378,4.8," 1,940.24 "," 16,466.30 "," 4,279.17 ",0.34
2/1/2016,237.336,-0.1%,-0.3%,-0.6%,245.51,0.2%,1.1%,2.2%,0.7646,4.9," 1,932.23 "," 16,516.50 "," 4,201.12 ",0.38
3/1/2016,238.08,0.3%,0.2%,0.5%,245.913,0.2%,1.1%,2.1%,0.9914,5," 2,059.74 "," 17,685.09 "," 4,483.66 ",0.36
4/1/2016,238.992,0.4%,0.5%,1.1%,246.551,0.3%,1.1%,2.3%,1.2182,5.1," 2,065.30 "," 17,773.64 "," 4,341.30 ",0.37
5/1/2016,239.557,0.2%,0.6%,1.3%,247.137,0.2%,1.2%,2.4%,1.779266667,4.8," 2,096.96 "," 17,787.20 "," 4,523.89 ",0.37
6/1/2016,240.222,0.3%,1.0%,2.1%,247.54,0.2%,1.2%,2.4%,2.340333333,4.9," 2,098.86 "," 17,929.99 "," 4,417.70 ",0.38
7/1/2016,240.101,-0.1%,1.0%,2.1%,247.829,0.1%,1.2%,2.3%,2.9014,4.8," 2,173.60 "," 18,432.24 "," 4,730.23 ",0.39
8/1/2016,240.545,0.2%,1.4%,2.7%,248.423,0.2%,1.2%,2.4%,2.558766667,4.9," 2,170.95 "," 18,400.88 "," 4,771.05 ",0.4
9/1/2016,241.176,0.3%,1.3%,2.6%,248.842,0.2%,1.2%,2.4%,2.216133333,5," 2,168.27 "," 18,308.15 "," 4,875.70 ",0.4
10/1/2016,241.741,0.2%,1.2%,2.3%,249.142,0.1%,1.1%,2.1%,1.8735,4.9," 2,126.15 "," 18,142.42 "," 4,801.27 ",0.4
11/1/2016,242.026,0.1%,1.0%,2.1%,249.481,0.1%,0.9%,1.9%,1.480366667,4.7," 2,198.81 "," 19,123.58 "," 4,810.81 ",0.41
12/1/2016,242.637,0.3%,1.0%,2.0%,249.92,0.2%,1.0%,1.9%,1.087233333,4.7," 2,238.83 "," 19,762.60 "," 4,863.62 ",0.54
1/1/2017,243.618,0.4%,1.5%,2.9%,250.467,0.2%,1.1%,2.1%,0.6941,4.7," 2,278.87 "," 19,864.09 "," 5,116.77 ",0.65
2/1/2017,244.006,0.2%,1.4%,2.9%,250.998,0.2%,1.0%,2.1%,1.318833333,4.6," 2,363.64 "," 20,812.24 "," 5,330.31 ",0.66
3/1/2017,243.892,0.0%,1.1%,2.3%,250.944,0.0%,0.8%,1.7%,1.943566667,4.4," 2,362.72 "," 20,663.22 "," 5,436.23 ",0.79
4/1/2017,244.193,0.1%,1.0%,2.0%,251.227,0.1%,0.8%,1.7%,2.5683,4.4," 2,384.20 "," 20,940.51 "," 5,583.53 ",0.9
5/1/2017,244.004,-0.1%,0.8%,1.6%,251.43,0.1%,0.8%,1.6%,2.708033333,4.4," 2,411.80 "," 21,008.65 "," 5,788.80 ",0.91
6/1/2017,244.163,0.1%,0.6%,1.3%,251.746,0.1%,0.7%,1.5%,2.847766667,4.3," 2,423.41 "," 21,349.63 "," 5,646.92 ",1.04
7/1/2017,244.243,0.0%,0.3%,0.5%,251.985,0.1%,0.6%,1.2%,2.9875,4.3," 2,470.30 "," 21,891.12 "," 5,880.33 ",1.15
8/1/2017,245.183,0.4%,0.5%,1.0%,252.535,0.2%,0.6%,1.2%,2.843333333,4.4," 2,471.65 "," 21,948.10 "," 5,988.60 ",1.16
9/1/2017,246.435,0.5%,1.0%,2.1%,252.812,0.1%,0.7%,1.5%,2.699166667,4.3," 2,519.36 "," 22,405.09 "," 5,979.30 ",1.15
10/1/2017,246.626,0.1%,1.0%,2.0%,253.526,0.3%,0.9%,1.8%,2.555,4.2," 2,575.26 "," 23,377.24 "," 6,248.56 ",1.15
11/1/2017,247.284,0.3%,1.3%,2.7%,253.816,0.1%,0.9%,1.9%,2.475866667,4.2," 2,647.58 "," 24,272.35 "," 6,365.56 ",1.16
12/1/2017,247.805,0.2%,1.5%,3.0%,254.344,0.2%,1.0%,2.1%,2.396733333,4.1," 2,673.61 "," 24,719.22 "," 6,396.42 ",1.3
1/1/2018,248.859,0.4%,1.9%,3.8%,255.204,0.3%,1.3%,2.6%,2.3176,4," 2,823.81 "," 26,149.39 "," 6,949.99 ",1.41
2/1/2018,249.529,0.3%,1.8%,3.5%,255.711,0.2%,1.3%,2.5%,2.898233333,4.1," 2,713.83 "," 25,029.20 "," 6,854.42 ",1.42
3/1/2018,249.577,0.0%,1.3%,2.5%,256.271,0.2%,1.4%,2.7%,3.478866667,4," 2,640.87 "," 24,103.11 "," 6,581.13 ",1.51
4/1/2018,250.227,0.3%,1.5%,2.9%,256.63,0.1%,1.2%,2.4%,4.0595,4," 2,648.05 "," 24,163.15 "," 6,605.57 ",1.69
5/1/2018,250.792,0.2%,1.4%,2.8%,257.145,0.2%,1.3%,2.6%,3.873066667,3.8," 2,705.27 "," 24,415.84 "," 6,967.73 ",1.7
6/1/2018,251.018,0.1%,1.3%,2.6%,257.399,0.1%,1.2%,2.4%,3.686633333,4," 2,718.37 "," 24,271.41 "," 7,040.80 ",1.82
7/1/2018,251.214,0.1%,0.9%,1.9%,257.699,0.1%,1.0%,2.0%,3.5002,3.8," 2,816.29 "," 25,415.19 "," 7,231.98 ",1.91
8/1/2018,251.663,0.2%,0.9%,1.7%,257.891,0.1%,0.9%,1.7%,3.196066667,3.8," 2,901.52 "," 25,964.82 "," 7,654.55 ",1.91
9/1/2018,252.182,0.2%,1.0%,2.1%,258.368,0.2%,0.8%,1.6%,2.891933333,3.7," 2,913.98 "," 26,458.31 "," 7,627.65 ",1.95
10/1/2018,252.772,0.2%,1.0%,2.0%,258.917,0.2%,0.9%,1.8%,2.5878,3.8," 2,711.74 "," 25,115.76 "," 6,967.10 ",2.19
11/1/2018,252.594,-0.1%,0.7%,1.4%,259.439,0.2%,0.9%,1.8%,2.782033333,3.8," 2,760.17 "," 25,538.46 "," 6,949.01 ",2.2
12/1/2018,252.767,0.1%,0.7%,1.4%,260.063,0.2%,1.0%,2.1%,2.976266667,3.9," 2,506.85 "," 23,327.46 "," 6,329.96 ",2.27
1/1/2019,252.718,0.0%,0.6%,1.2%,260.686,0.2%,1.2%,2.3%,3.1705,4," 2,704.10 "," 24,999.67 "," 6,906.84 ",2.4
2/1/2019,253.322,0.2%,0.7%,1.3%,261.067,0.1%,1.2%,2.5%,2.798666667,3.8," 2,784.49 "," 25,916.00 "," 7,097.53 ",2.4
3/1/2019,254.202,0.3%,0.8%,1.6%,261.537,0.2%,1.2%,2.5%,2.426833333,3.8," 2,834.40 "," 25,928.68 "," 7,378.77 ",2.41
4/1/2019,255.211,0.4%,1.0%,1.9%,261.976,0.2%,1.2%,2.4%,2.055,3.6," 2,945.83 "," 26,592.91 "," 7,781.46 ",2.42
5/1/2019,255.29,0.0%,1.1%,2.1%,262.304,0.1%,1.1%,2.2%,2.0096,3.7," 2,752.06 "," 24,815.04 "," 7,127.96 ",2.39
6/1/2019,255.159,-0.1%,0.9%,1.9%,262.859,0.2%,1.1%,2.2%,1.9642,3.6," 2,941.76 "," 26,599.96 "," 7,671.07 ",2.38
7/1/2019,255.685,0.2%,1.2%,2.3%,263.313,0.2%,1.0%,2.0%,1.9188,3.7," 2,980.38 "," 26,864.27 "," 7,848.78 ",2.4
8/1/2019,256.059,0.1%,1.1%,2.2%,263.975,0.3%,1.1%,2.2%,1.9728,3.7," 2,926.46 "," 26,403.28 "," 7,691.00 ",2.13
9/1/2019,256.511,0.2%,0.9%,1.8%,264.425,0.2%,1.1%,2.2%,2.0268,3.5," 2,976.74 "," 26,916.83 "," 7,749.45 ",2.04
10/1/2019,257.244,0.3%,0.8%,1.6%,264.94,0.2%,1.1%,2.3%,2.0808,3.6," 3,037.56 "," 27,046.23 "," 8,083.83 ",1.83
11/1/2019,257.803,0.2%,1.0%,2.0%,265.484,0.2%,1.2%,2.4%,-0.2072,3.6," 3,140.98 "," 28,051.41 "," 8,403.68 ",1.55
12/1/2019,258.616,0.3%,1.4%,2.7%,265.924,0.2%,1.2%,2.3%,-2.4952,3.6," 3,230.78 "," 28,538.44 "," 8,733.07 ",1.55
1/1/2020,259.037,0.2%,1.3%,2.6%,266.626,0.3%,1.3%,2.5%,-4.7832,3.5," 3,225.52 "," 28,256.03 "," 8,991.51 ",1.55
2/1/2020,259.248,0.1%,1.2%,2.5%,267.283,0.2%,1.3%,2.5%,-14.15673333,3.5," 2,954.22 "," 25,409.36 "," 8,461.83 ",1.58
3/1/2020,258.124,-0.4%,0.6%,1.3%,267.09,-0.1%,1.0%,2.0%,-23.53026667,4.4," 2,584.59 "," 21,917.16 "," 7,813.50 ",0.65
4/1/2020,256.092,-0.8%,-0.4%,-0.9%,265.771,-0.5%,0.3%,0.6%,-32.9038,14.7," 2,912.43 "," 24,345.72 "," 9,000.51 ",0.05
5/1/2020,255.868,-0.1%,-0.8%,-1.5%,265.574,-0.1%,0.0%,0.1%,-10.90833333,13.2," 3,044.31 "," 25,383.11 "," 9,555.52 ",0.05
6/1/2020,256.986,0.4%,-0.6%,-1.3%,265.952,0.1%,0.0%,0.0%,11.08713333,11," 3,100.29 "," 25,812.88 "," 10,156.85 ",0.08
7/1/2020,258.278,0.5%,-0.3%,-0.6%,267.352,0.5%,0.3%,0.5%,33.0826,10.2," 3,271.12 "," 26,428.32 "," 10,905.88 ",0.09
8/1/2020,259.411,0.4%,0.1%,0.1%,268.469,0.4%,0.4%,0.9%,23.39253333,8.4," 3,500.31 "," 28,430.05 "," 12,110.70 ",0.1
9/1/2020,260.029,0.2%,0.7%,1.5%,268.938,0.2%,0.7%,1.4%,13.70246667,7.9," 3,363.00 "," 27,781.70 "," 11,418.06 ",0.09
10/1/2020,260.286,0.1%,1.6%,3.3%,269.236,0.1%,1.3%,2.6%,4.0124,6.9," 3,269.96 "," 26,501.60 "," 11,052.95 ",0.09
11/1/2020,260.813,0.2%,1.9%,3.9%,269.901,0.2%,1.6%,3.3%,4.804166667,6.7," 3,621.63 "," 29,638.64 "," 12,268.32 ",0.09
12/1/2020,262.035,0.5%,2.0%,3.9%,270.267,0.1%,1.6%,3.2%,5.595933333,6.7," 3,756.08 "," 30,606.48 "," 12,888.28 ",0.09
1/1/2021,262.65,0.2%,1.7%,3.4%,270.383,0.0%,1.1%,2.3%,6.3877,6.3," 3,714.25 "," 29,982.62 "," 12,925.38 ",0.09
2/1/2021,263.638,0.4%,1.6%,3.3%,270.727,0.1%,0.8%,1.7%,6.426,6.2," 3,811.16 "," 30,932.37 "," 12,909.44 ",0.08
3/1/2021,264.914,0.5%,1.9%,3.8%,271.526,0.3%,1.0%,1.9%,6.4643,6.1," 3,972.90 "," 32,981.55 "," 13,091.44 ",0.07
4/1/2021,266.67,0.7%,2.5%,4.9%,273.615,0.8%,1.6%,3.3%,6.5026,6.1," 4,181.18 "," 33,874.85 "," 13,860.76 ",0.07
5/1/2021,268.444,0.7%,2.9%,5.9%,275.654,0.7%,2.1%,4.3%,5.007166667,5.8," 4,204.12 "," 34,529.45 "," 13,686.51 ",0.06
6/1/2021,270.559,0.8%,3.3%,6.5%,277.676,0.7%,2.7%,5.5%,3.511733333,5.9," 4,297.49 "," 34,502.52 "," 14,554.80 ",0.08
7/1/2021,271.764,0.4%,3.5%,6.9%,278.522,0.3%,3.0%,6.0%,2.0163,5.4," 4,395.27 "," 34,935.48 "," 14,959.90 ",0.1
8/1/2021,272.87,0.4%,3.5%,7.0%,279.057,0.2%,3.1%,6.2%,3.640233333,5.2," 4,522.69 "," 35,360.74 "," 15,582.51 ",0.09
9/1/2021,274.028,0.4%,3.4%,6.9%,279.755,0.3%,3.0%,6.1%,5.264166667,4.8," 4,307.53 "," 33,843.93 "," 14,689.62 ",0.08
10/1/2021,276.522,0.9%,3.7%,7.4%,281.588,0.7%,2.9%,5.8%,6.8881,4.5," 4,605.39 "," 35,819.57 "," 15,850.47 ",0.08
11/1/2021,278.711,0.8%,3.8%,7.6%,283.34,0.6%,2.8%,5.6%,4.120666667,4.2," 4,567.01 "," 34,483.73 "," 16,135.92 ",0.08
12/1/2021,280.887,0.8%,3.8%,7.6%,285.193,0.7%,2.7%,5.4%,1.353233333,3.9," 4,766.19 "," 36,338.31 "," 16,320.08 ",0.08
1/1/2022,282.599,0.6%,4.0%,8.0%,286.792,0.6%,3.0%,5.9%,-1.4142,4," 4,515.54 "," 35,131.87 "," 14,930.05 ",0.08
2/1/2022,284.61,0.7%,4.3%,8.6%,288.147,0.5%,3.3%,6.5%,-1.253966667,3.8," 4,373.95 "," 33,892.61 "," 14,237.81 ",0.08
3/1/2022,287.472,1.0%,4.9%,9.8%,289.046,0.3%,3.3%,6.6%,-1.093733333,3.6," 4,530.42 "," 34,678.36 "," 14,838.49 ",0.2
4/1/2022,288.611,0.4%,4.4%,8.7%,290.41,0.5%,3.1%,6.3%,-0.9335,3.6," 4,131.92 "," 32,977.22 "," 12,854.80 ",0.33
5/1/2022,291.268,0.9%,4.5%,9.0%,292.251,0.6%,3.1%,6.3%,0.232866667,3.6," 4,132.16 "," 32,990.13 "," 12,642.10 ",0.77
6/1/2022,294.728,1.2%,4.9%,9.9%,294.017,0.6%,3.1%,6.2%,1.399233333,3.6," 3,785.39 "," 30,775.44 "," 11,503.72 ",1.21
7/1/2022,294.628,0.0%,4.3%,8.5%,294.925,0.3%,2.8%,5.7%,2.5656,3.5," 4,130.29 "," 32,845.14 "," 12,947.97 ",1.68
8/1/2022,295.32,0.2%,3.8%,7.5%,296.639,0.6%,2.9%,5.9%,2.674066667,3.7," 3,954.99 "," 31,510.44 "," 12,272.03 ",2.33
9/1/2022,296.539,0.4%,3.2%,6.3%,298.339,0.6%,3.2%,6.4%,2.782533333,3.5," 3,585.61 "," 28,725.52 "," 10,971.22 ",2.56
10/1/2022,297.987,0.5%,3.2%,6.5%,299.333,0.3%,3.1%,6.1%,2.891,3.7," 3,871.97 "," 32,732.96 "," 11,405.57 ",3.08
11/1/2022,298.598,0.2%,2.5%,5.0%,300.261,0.3%,2.7%,5.5%,2.281533333,3.6," 4,080.11 "," 34,589.77 "," 12,030.06 ",3.78
12/1/2022,298.99,0.1%,1.4%,2.9%,301.46,0.4%,2.5%,5.1%,1.672066667,3.5," 3,839.49 "," 33,147.26 "," 10,939.76 ",4.1
1/1/2023,300.536,0.5%,2.0%,4.0%,302.702,0.4%,2.6%,5.3%,1.0626,3.4," 4,076.59 "," 34,086.05 "," 12,101.93 ",4.33
2/1/2023,301.648,0.4%,2.1%,4.3%,304.07,0.5%,2.5%,5.0%,1.512966667,3.6," 3,970.16 "," 32,656.71 "," 12,042.12 ",4.57
3/1/2023,301.808,0.1%,1.8%,3.6%,305.24,0.4%,2.3%,4.6%,1.963333333,3.5," 4,109.32 "," 33,274.16 "," 13,181.35 ",4.65
4/1/2023,302.918,0.4%,1.7%,3.3%,306.489,0.4%,2.4%,4.8%,2.4137,3.4," 4,169.49 "," 34,098.17 "," 13,245.99 ",4.83
5/1/2023,303.294,0.1%,1.6%,3.1%,307.824,0.4%,2.5%,5.0%,3.235033333,3.7," 4,179.84 "," 32,908.28 "," 14,254.09 ",5.06
6/1/2023,303.841,0.2%,1.6%,3.2%,308.309,0.2%,2.3%,4.5%,4.056366667,3.6," 4,450.37 "," 34,407.61 "," 15,179.21 ",5.08
7/1/2023,304.348,0.2%,1.3%,2.5%,308.801,0.2%,2.0%,4.0%,4.8777,3.5," 4,588.97 "," 35,559.54 "," 15,757.00 ",5.12
8/1/2023,306.269,0.6%,1.5%,3.1%,309.661,0.3%,1.8%,3.7%,4.345133333,3.8," 4,507.67 "," 34,721.92 "," 15,501.07 ",5.33
9/1/2023,307.481,0.4%,1.9%,3.8%,310.661,0.3%,1.8%,3.6%,3.812566667,3.8," 4,288.04 "," 33,507.51 "," 14,715.24 ",5.33
10/1/2023,307.619,0.0%,1.6%,3.1%,311.365,0.2%,1.6%,3.2%,3.28,3.9," 4,193.81 "," 33,052.88 "," 14,409.78 ",5.33
11/1/2023,307.917,0.1%,1.5%,3.0%,312.251,0.3%,1.4%,2.9%,,," 4,567.81 "," 35,950.90 "," 15,947.87 ",5.33
12/1/2023,308.85,0.3%,1.6%,3.3%,313.216,0.3%,1.6%,3.2%,,," 4,769.82 "," 37,689.55 "," 16,825.93 ",5.33
1/1/2024,,,,,,,,,,," 4,845.66 "," 38,150.31 "," 17,137.24 ",5.33
2/1/2024,,,,,,,,,,," 4,931.30 "," 38,293.11 "," 17,531.36 ",
